derepID	derepSize	taxid	taxname	rank	group	group.rank	superkingdom	kingdom	phylum	class	order	family	genus	species	amp_length
AP012251.1_q904_a100	1	1069385	Lampadena atlantica	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-6	order	Eukaryota	Metazoa	Chordata	Actinopteri	Myctophiformes	Myctophidae	Lampadena	Lampadena atlantica	100
KP218514.1_q901_a101	1	1610699	Oncorhynchus mykiss x Salmo salar	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-7	order	Eukaryota	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae		Oncorhynchus mykiss x Salmo salar	101
KF204031.1_q3_a102	3	1384561	Betta enisae	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1	order	Eukaryota	Metazoa	Chordata	Actinopteri	Anabantiformes	Osphronemidae	Betta	Betta enisae	102
KP998192.1_q359_a101	1	60318	Kryptolebias caudomarginatus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-4	order	Eukaryota	Metazoa	Chordata	Actinopteri	Cyprinodontiformes		Kryptolebias	Kryptolebias caudomarginatus	101
AP014735.1_q901_a98	1	166741	Chaenogobius annularis	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-5	order	Eukaryota	Metazoa	Chordata	Actinopteri	Gobiiformes	Gobiidae	Chaenogobius	Chaenogobius annularis	98
MF621723.1_q901_a100	3	201688	Lepomis auritus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-2	order	Eukaryota	Metazoa	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Lepomis	Lepomis auritus	100
NC_037847.1_q902_a100	2	698365	Liza carinata	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-6	order	Eukaryota	Metazoa	Chordata	Actinopteri	Mugiliformes	Mugilidae	Liza	Liza carinata	100
LC126202.1_q84_a98	1	1802967	Alcichthys alcicornis	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-7	order	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Cottidae	Alcichthys	Alcichthys alcicornis	98
AF417309.1_q837_a101	1	189481	Chilorhinus platyrhynchus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-2	order	Eukaryota	Metazoa	Chordata	Actinopteri	Anguilliformes	Chlopsidae	Chilorhinus	Chilorhinus platyrhynchus	101
AP009202.1_q908_a99	3	392897	Abalistes stellaris	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-8	order	Eukaryota	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Balistidae	Abalistes	Abalistes stellaris	99
FJ616337.1_q814_a101	1	646023	Chrysiptera unimaculata	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1	order	Eukaryota	Metazoa	Chordata	Actinopteri		Pomacentridae	Chrysiptera	Chrysiptera unimaculata	101
AP012252.1_q1705_a99	1	1069386	Notoscopelus japonicus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-6	order	Eukaryota	Metazoa	Chordata	Actinopteri	Myctophiformes	Myctophidae	Notoscopelus	Notoscopelus japonicus	99
KC422441.1_q899_a99	1	476914	Ammodytes hexapterus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-8	order	Eukaryota	Metazoa	Chordata	Actinopteri	Uranoscopiformes	Ammodytidae	Ammodytes	Ammodytes hexapterus	99
KJ667840.1_q10_a101	1	446457	Telmatherina bonti	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-2	order	Eukaryota	Metazoa	Chordata	Actinopteri	Atheriniformes	Telmatherinidae	Telmatherina	Telmatherina bonti	101
KF204032.1_q3_a101	1	678866	Betta falx	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1	order	Eukaryota	Metazoa	Chordata	Actinopteri	Anabantiformes	Osphronemidae	Betta	Betta falx	101
KP998193.1_q359_a101	2	1747188	Kryptolebias hermaphroditus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-4	order	Eukaryota	Metazoa	Chordata	Actinopteri	Cyprinodontiformes		Kryptolebias	Kryptolebias hermaphroditus	101
MF621724.1_q902_a101	4	270329	Lepomis gibbosus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-2	order	Eukaryota	Metazoa	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Lepomis	Lepomis gibbosus	101
LC126203.1_q84_a98	1	1508112	Alcichthys elongatus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-7	order	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Cottidae	Alcichthys	Alcichthys elongatus	98
AY850845.1_q353_a99	1	317488	Halichoeres binotopsis	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-6	order	Eukaryota	Metazoa	Chordata	Actinopteri	Labriformes	Labridae	Halichoeres	Halichoeres binotopsis	99
AF417310.1_q836_a100	1	189505	Gymnothorax reticularis	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-2	order	Eukaryota	Metazoa	Chordata	Actinopteri	Anguilliformes	Muraenidae	Gymnothorax	Gymnothorax reticularis	100
AP009203.1_q906_a100	1	392899	Balistapus undulatus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-8	order	Eukaryota	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Balistidae	Balistapus	Balistapus undulatus	100
FJ616338.1_q815_a104	3	80949	Dascyllus aruanus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1	order	Eukaryota	Metazoa	Chordata	Actinopteri		Pomacentridae	Dascyllus	Dascyllus aruanus	104
KJ667841.1_q9_a100	1	446457	Telmatherina bonti	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-2	order	Eukaryota	Metazoa	Chordata	Actinopteri	Atheriniformes	Telmatherinidae	Telmatherina	Telmatherina bonti	100
AP005994.1_q899_a99	1	54353	Etheostoma zonale	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-7	order	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Percidae	Etheostoma	Etheostoma zonale	99
LC126204.1_q74_a99	1	1633462	Furcina osimae	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-7	order	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Cottidae	Furcina	Furcina osimae	99
AY850846.1_q346_a99	1	241301	Halichoeres papilionaceus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-6	order	Eukaryota	Metazoa	Chordata	Actinopteri	Labriformes	Labridae	Halichoeres	Halichoeres papilionaceus	99
AP009204.1_q906_a100	1	303687	Balistes vetula	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-8	order	Eukaryota	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Balistidae	Balistes	Balistes vetula	100
FJ619271.1_q902_a99	1	242802	Scarus forsteni	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-6	order	Eukaryota	Metazoa	Chordata	Actinopteri	Labriformes	Labridae	Scarus	Scarus forsteni	99
FJ616339.1_q816_a104	2	80950	Dascyllus melanurus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1	order	Eukaryota	Metazoa	Chordata	Actinopteri		Pomacentridae	Dascyllus	Dascyllus melanurus	104
AP009570.1_q903_a101	1	492023	Alepocephalus agassizii	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1	order	Eukaryota	Metazoa	Chordata	Actinopteri	Alepocephaliformes	Alepocephalidae	Alepocephalus	Alepocephalus agassizii	101
AP012254.1_q1111_a99	1	1069387	Myctophum orientale	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-6	order	Eukaryota	Metazoa	Chordata	Actinopteri	Myctophiformes	Myctophidae	Myctophum	Myctophum orientale	99
KJ667842.1_q12_a98	1	270534	Telmatherina celebensis	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-2	order	Eukaryota	Metazoa	Chordata	Actinopteri	Atheriniformes	Telmatherinidae	Telmatherina	Telmatherina celebensis	98
LC126205.1_q84_a100	1	1802968	Furcina ishikawae	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-7	order	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Cottidae	Furcina	Furcina ishikawae	100
AY850847.1_q352_a99	1	241290	Halichoeres argus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-6	order	Eukaryota	Metazoa	Chordata	Actinopteri	Labriformes	Labridae	Halichoeres	Halichoeres argus	99
AF417312.1_q834_a98	1	189496	Uropterygius micropterus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-2	order	Eukaryota	Metazoa	Chordata	Actinopteri	Anguilliformes	Muraenidae	Uropterygius	Uropterygius micropterus	98
EF427916.1_q901_a99	86	8204	Anarhichas lupus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-7	order	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Anarhichadidae	Anarhichas	Anarhichas lupus	99
AP009216.1_q904_a99	1	392913	Chaetodermis penicilligerus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-8	order	Eukaryota	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Monacanthidae	Chaetodermis	Chaetodermis penicilligerus	99
FJ616340.1_q815_a101	1	80951	Dascyllus reticulatus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1	order	Eukaryota	Metazoa	Chordata	Actinopteri		Pomacentridae	Dascyllus	Dascyllus reticulatus	101
EU861052.1_q904_a98	1	270562	Branchiostegus japonicus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1	order	Eukaryota	Metazoa	Chordata	Actinopteri		Malacanthidae	Branchiostegus	Branchiostegus japonicus	98
AP009571.1_q903_a101	1	492024	Alepocephalus australis	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1	order	Eukaryota	Metazoa	Chordata	Actinopteri	Alepocephaliformes	Alepocephalidae	Alepocephalus	Alepocephalus australis	101
EF192032.2_q900_a99	1	356780	Parajulis poecilepterus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-6	order	Eukaryota	Metazoa	Chordata	Actinopteri	Labriformes	Labridae	Parajulis	Parajulis poecilepterus	99
AP012255.1_q1695_a100	1	123340	Myctophum nitidulum	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-6	order	Eukaryota	Metazoa	Chordata	Actinopteri	Myctophiformes	Myctophidae	Myctophum	Myctophum nitidulum	100
KJ667843.1_q11_a100	1	270534	Telmatherina celebensis	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-2	order	Eukaryota	Metazoa	Chordata	Actinopteri	Atheriniformes	Telmatherinidae	Telmatherina	Telmatherina celebensis	100
KF925362.1_q901_a99	1	8240	Thunnus maccoyii	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-8	order	Eukaryota	Metazoa	Chordata	Actinopteri	Scombriformes	Scombridae	Thunnus	Thunnus maccoyii	99
KF204035.1_q3_a101	2	209214	Betta foerschi	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1	order	Eukaryota	Metazoa	Chordata	Actinopteri	Anabantiformes	Osphronemidae	Betta	Betta foerschi	101
KR131603.1_q383_a99	1	1679029	Afronandus sheljuzhkoi	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1	order	Eukaryota	Metazoa	Chordata	Actinopteri	Anabantiformes	Nandidae	Afronandus	Afronandus sheljuzhkoi	99
AP006020.1_q903_a102	1	215379	Bovichtus argentinus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-7	order	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Bovichtidae	Bovichtus	Bovichtus argentinus	102
LC126206.1_q84_a100	1	1633459	Pseudoblennius cottoides	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-7	order	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Cottidae	Pseudoblennius	Pseudoblennius cottoides	100
AY850848.1_q354_a99	1	317490	Halichoeres leucurus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-6	order	Eukaryota	Metazoa	Chordata	Actinopteri	Labriformes	Labridae	Halichoeres	Halichoeres leucurus	99
AB206125.1_q307_a103	1	316378	Fowleria isostigma	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-6	order	Eukaryota	Metazoa	Chordata	Actinopteri	Kurtiformes	Apogonidae	Fowleria	Fowleria isostigma	103
AF417313.1_q842_a103	1	190106	Bathycongrus retrotinctus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-2	order	Eukaryota	Metazoa	Chordata	Actinopteri	Anguilliformes	Congridae	Bathycongrus	Bathycongrus retrotinctus	103
EF427917.1_q901_a99	19	65739	Anarhichas minor	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-7	order	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Anarhichadidae	Anarhichas	Anarhichas minor	99
AP009217.1_q902_a99	1	392919	Eubalichthys mosaicus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-8	order	Eukaryota	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Monacanthidae	Eubalichthys	Eubalichthys mosaicus	99
EU861053.1_q902_a100	1	545417	Branchiostegus albus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1	order	Eukaryota	Metazoa	Chordata	Actinopteri		Malacanthidae	Branchiostegus	Branchiostegus albus	100
AP009572.1_q903_a101	1	134618	Alepocephalus bairdii	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1	order	Eukaryota	Metazoa	Chordata	Actinopteri	Alepocephaliformes	Alepocephalidae	Alepocephalus	Alepocephalus bairdii	101
AP012256.1_q1115_a99	1	414886	Notoscopelus caudispinosus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-6	order	Eukaryota	Metazoa	Chordata	Actinopteri	Myctophiformes	Myctophidae	Notoscopelus	Notoscopelus caudispinosus	99
JX559739.1_q3276_a103	1	248137	Scomberomorus munroi	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-8	order	Eukaryota	Metazoa	Chordata	Actinopteri	Scombriformes	Scombridae	Scomberomorus	Scomberomorus munroi	103
KJ667844.1_q10_a101	1	270534	Telmatherina celebensis	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-2	order	Eukaryota	Metazoa	Chordata	Actinopteri	Atheriniformes	Telmatherinidae	Telmatherina	Telmatherina celebensis	101
KR131604.1_q380_a100	1	248960	Badis blosyrus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1	order	Eukaryota	Metazoa	Chordata	Actinopteri	Anabantiformes	Badidae	Badis	Badis blosyrus	100
AP006022.1_q915_a101	1	215381	Parapercis cylindrica	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-8	order	Eukaryota	Metazoa	Chordata	Actinopteri	Uranoscopiformes	Pinguipedidae	Parapercis	Parapercis cylindrica	101
LC126207.1_q84_a100	1	1508110	Pseudoblennius percoides	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-7	order	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Cottidae	Pseudoblennius	Pseudoblennius percoides	100
AY850849.1_q353_a99	1	317491	Halichoeres richmondi	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-6	order	Eukaryota	Metazoa	Chordata	Actinopteri	Labriformes	Labridae	Halichoeres	Halichoeres richmondi	99
AB206126.1_q308_a100	1	316380	Fowleria variegata	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-6	order	Eukaryota	Metazoa	Chordata	Actinopteri	Kurtiformes	Apogonidae	Fowleria	Fowleria variegata	100
AF417314.1_q839_a99	1	189925	Uroconger lepturus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-2	order	Eukaryota	Metazoa	Chordata	Actinopteri	Anguilliformes	Congridae	Uroconger	Uroconger lepturus	99
EF427918.1_q901_a99	21	425520	Anarhichas denticulatus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-7	order	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Anarhichadidae	Anarhichas	Anarhichas denticulatus	99
AP009218.1_q903_a100	1	392920	Meuschenia hippocrepis	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-8	order	Eukaryota	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Monacanthidae	Meuschenia	Meuschenia hippocrepis	100
EU861054.1_q904_a98	1	545418	Branchiostegus argentatus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1	order	Eukaryota	Metazoa	Chordata	Actinopteri		Malacanthidae	Branchiostegus	Branchiostegus argentatus	98
AP009573.1_q903_a101	1	492026	Alepocephalus longiceps	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1	order	Eukaryota	Metazoa	Chordata	Actinopteri	Alepocephaliformes	Alepocephalidae	Alepocephalus	Alepocephalus longiceps	101
AP012257.1_q905_a100	1	1069388	Lampadena yaquinae	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-6	order	Eukaryota	Metazoa	Chordata	Actinopteri	Myctophiformes	Myctophidae	Lampadena	Lampadena yaquinae	100
JX559740.1_q3276_a103	3	1238137	Scomberomorus munroi x Scomberomorus semifasciatus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-8	order	Eukaryota	Metazoa	Chordata	Actinopteri	Scombriformes	Scombridae	Scomberomorus	Scomberomorus munroi x Scomberomorus semifasciatus	103
KJ667845.1_q10_a101	1	270534	Telmatherina celebensis	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-2	order	Eukaryota	Metazoa	Chordata	Actinopteri	Atheriniformes	Telmatherinidae	Telmatherina	Telmatherina celebensis	101
KR131605.1_q382_a102	1	248981	Badis siamensis	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1	order	Eukaryota	Metazoa	Chordata	Actinopteri	Anabantiformes	Badidae	Badis	Badis siamensis	102
KT443991.1_q902_a100	1	138129	Macrognathus aculeatus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-8	order	Eukaryota	Metazoa	Chordata	Actinopteri	Synbranchiformes	Mastacembelidae	Macrognathus	Macrognathus aculeatus	100
KY235362.1_q900_a98	1	188110	Bolbometopon muricatum	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-6	order	Eukaryota	Metazoa	Chordata	Actinopteri	Labriformes	Labridae	Bolbometopon	Bolbometopon muricatum	98
AP006023.1_q899_a99	3	215382	Ammodytes personatus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-8	order	Eukaryota	Metazoa	Chordata	Actinopteri	Uranoscopiformes	Ammodytidae	Ammodytes	Ammodytes personatus	99
LC126208.1_q82_a101	1	1802969	Pseudoblennius marmoratus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-7	order	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Cottidae	Pseudoblennius	Pseudoblennius marmoratus	101
AY850850.1_q354_a98	1	317492	Halichoeres melasmapomus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-6	order	Eukaryota	Metazoa	Chordata	Actinopteri	Labriformes	Labridae	Halichoeres	Halichoeres melasmapomus	98
AB206127.1_q306_a101	1	316343	Apogon crassiceps	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-6	order	Eukaryota	Metazoa	Chordata	Actinopteri	Kurtiformes	Apogonidae	Apogon	Apogon crassiceps	101
AF417315.1_q840_a101	1	190107	Ariosoma anago	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-2	order	Eukaryota	Metazoa	Chordata	Actinopteri	Anguilliformes	Congridae	Ariosoma	Ariosoma anago	101
AP009219.1_q901_a99	1	392921	Monacanthus chinensis	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-8	order	Eukaryota	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Monacanthidae	Monacanthus	Monacanthus chinensis	99
AP009574.1_q903_a101	1	492027	Alepocephalus productus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1	order	Eukaryota	Metazoa	Chordata	Actinopteri	Alepocephaliformes	Alepocephalidae	Alepocephalus	Alepocephalus productus	101
JX477078.1_q910_a101	1	487156	Trichiurus lepturus nanhaiensis	subspecies	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-8	order	Eukaryota	Metazoa	Chordata	Actinopteri	Scombriformes	Trichiuridae	Trichiurus	Trichiurus lepturus	101
AP012258.1_q1227_a99	1	71160	Lampanyctus crocodilus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-6	order	Eukaryota	Metazoa	Chordata	Actinopteri	Myctophiformes	Myctophidae	Lampanyctus	Lampanyctus crocodilus	99
KF204038.1_q3_a101	8	274813	Betta hipposideros	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1	order	Eukaryota	Metazoa	Chordata	Actinopteri	Anabantiformes	Osphronemidae	Betta	Betta hipposideros	101
KR131606.1_q382_a100	1	1679026	Dario dayingensis	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1	order	Eukaryota	Metazoa	Chordata	Actinopteri	Anabantiformes	Badidae	Dario	Dario dayingensis	100
AP006025.1_q902_a101	1	57853	Enneapterygius etheostomus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-2	order	Eukaryota	Metazoa	Chordata	Actinopteri	Blenniiformes	Tripterygiidae	Enneapterygius	Enneapterygius etheostomus	101
LC126209.1_q83_a100	1	1802970	Pseudoblennius zonostigma	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-7	order	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Cottidae	Pseudoblennius	Pseudoblennius zonostigma	100
AY850851.1_q329_a98	1	317493	Halichoeres ornatissimus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-6	order	Eukaryota	Metazoa	Chordata	Actinopteri	Labriformes	Labridae	Halichoeres	Halichoeres ornatissimus	98
AB206128.1_q306_a100	1	316344	Apogon erythrinus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-6	order	Eukaryota	Metazoa	Chordata	Actinopteri	Kurtiformes	Apogonidae	Apogon	Apogon erythrinus	100
AF417316.1_q843_a100	1	189928	Parabathymyrus macrophthalmus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-2	order	Eukaryota	Metazoa	Chordata	Actinopteri	Anguilliformes	Congridae	Parabathymyrus	Parabathymyrus macrophthalmus	100
AP009220.1_q903_a100	1	303726	Nelusetta ayraudi	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-8	order	Eukaryota	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Monacanthidae	Nelusetta	Nelusetta ayraudi	100
FJ616343.1_q838_a102	1	229123	Dischistodus melanotus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1	order	Eukaryota	Metazoa	Chordata	Actinopteri		Pomacentridae	Dischistodus	Dischistodus melanotus	102
AP009575.1_q903_a101	1	492028	Alepocephalus umbriceps	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1	order	Eukaryota	Metazoa	Chordata	Actinopteri	Alepocephaliformes	Alepocephalidae	Alepocephalus	Alepocephalus umbriceps	101
AP012259.1_q905_a99	1	473301	Ceratoscopelus maderensis	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-6	order	Eukaryota	Metazoa	Chordata	Actinopteri	Myctophiformes	Myctophidae	Ceratoscopelus	Ceratoscopelus maderensis	99
KC136536.1_q2297_a100	1	214659	Girella tricuspidata	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-2	order	Eukaryota	Metazoa	Chordata	Actinopteri	Centrarchiformes	Kyphosidae	Girella	Girella tricuspidata	100
KF874495.1_q907_a100	1	308085	Odontobutis potamophila	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-5	order	Eukaryota	Metazoa	Chordata	Actinopteri	Gobiiformes	Odontobutidae	Odontobutis	Odontobutis potamophila	100
KJ667847.1_q10_a100	1	1498813	Telmatherina cf. wahjui ZSM T53	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-2	order	Eukaryota	Metazoa	Chordata	Actinopteri	Atheriniformes	Telmatherinidae	Telmatherina	Telmatherina cf. wahjui ZSM T53	100
KF204039.1_q3_a100	6	209224	Betta pulchra	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1	order	Eukaryota	Metazoa	Chordata	Actinopteri	Anabantiformes	Osphronemidae	Betta	Betta pulchra	100
KX621134.1_q901_a100	1	1045542	Ambassis gymnocephalus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1	order	Eukaryota	Metazoa	Chordata	Actinopteri		Ambassidae	Ambassis	Ambassis gymnocephalus	100
AP006034.1_q901_a99	1	8237	Thunnus thynnus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-8	order	Eukaryota	Metazoa	Chordata	Actinopteri	Scombriformes	Scombridae	Thunnus	Thunnus thynnus	99
MF621732.1_q901_a101	2	270332	Lepomis punctatus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-2	order	Eukaryota	Metazoa	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Lepomis	Lepomis punctatus	101
LC126210.1_q83_a102	1	1802979	Vellitor centropomus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-7	order	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Cottidae	Vellitor	Vellitor centropomus	102
AY850852.1_q357_a98	1	317494	Halichoeres biocellatus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-6	order	Eukaryota	Metazoa	Chordata	Actinopteri	Labriformes	Labridae	Halichoeres	Halichoeres biocellatus	98
AB206129.1_q307_a101	1	316345	Nectamia fusca	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-6	order	Eukaryota	Metazoa	Chordata	Actinopteri	Kurtiformes	Apogonidae	Nectamia	Nectamia fusca	101
AF417317.1_q833_a98	1	189487	Gorgasia taiwanensis	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-2	order	Eukaryota	Metazoa	Chordata	Actinopteri	Anguilliformes	Congridae	Gorgasia	Gorgasia taiwanensis	98
